A01nficha;A01uf;localidade;setor_distrito;morador_id;index;idade_calculada;E02_1;E02_2;E02_3;E03;E03_1;E03_1_1;E03_2;E03_2_1;E04;E04_1;E04_1_1;E05;E06;E06_1;E07;E08;E08_1;E09;E10;E11;E12;E13;E14;E15_A;E15_B;E15_1;E16;E16_1;E17;E18;E19;E19_1;E20;E20_1;E21;E22;E22_1;F01;F02;F03_1;F03_2;F04;F05_1;F05_2;F05_3;F05_4;G01;G02;G03;G04;G05;G06;G06_1;G06_2;H01;H02;H03;H04_1;H04_2;H04_3;H04_4;H05_1;H05_2;H05_3;H05_4;H05_5;H05_6;H05_7;H05_8;H05_9;H05_10;H05_11;H06;H07;H08;H09;H10;H11;H12;H13;I01;I02;I03_1;I03_1_1;I03_1_1_r;I03_2;I03_2_1;I03_2_1_r;I04;I05;I05_1;I06;I07;I08;I09_1;I09_2;I09_3;I09_4;I09_5;I09_6;I09_7;I09_8;I09_9;I10;I13;I14;I15;I16;I18;I19;I20;I20_r;I21;I21_r;I22_1;I22_1_r;I22_2;I22_2_r;I23;renda_ind;renda_ind_r;infla_ipcadf;id_genero;orientacao_sx;lgbtqiam;escolaridade;peso_mor
19274;53;5330;35;19274-4;4;4;99999;99999;4;1;99999;99999;99999;99999;10;99999;99999;1;4;99999;99999;99999;99999;99999;4;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;5330;99999;99999;99999;0;0;0;0;2;99999;99999;99999;99999;1;1;1;9;2;99999;99999;99999;99999;1;99999;1;1;1;3;2;2;2;2;1;2;2;2;2;99999;5;2;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;0;0;0,989671705;99999;99999;99999;1;81,1782458
16599;53;5330;35;16599-1;1;49;99999;99999;49;2;2;99999;5;99999;1;1;16599-2;4;4;99999;2;1;16599-2;2;4;4;4;4;4;76;22;76220880;99999;99999;29;6;7653;765303;7653;5330;8;2;99999;1;0;0;1;1;2;1;2;2;1;2;2;1;1;1;3;25;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;14;1;8;2;2;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;60;0;0;0,993036589;1;2;2;7;78,62021308
19481;53;5330;35;19481-2;2;22;99999;99999;22;1;1;99999;5;99999;12;99999;99999;4;12;99999;1;2;99999;2;4;4;4;4;4;76;52;76520870;99999;99999;6;0;7653;765303;7653;765303;1;88888;99999;1;0;0;1;1;2;1;2;2;1;1;1;0;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;2;2;99999;99999;2;99999;99999;1;0;2;60;1;1;1;2;2;2;2;2;2;99999;1;5;3;99999;99999;99999;1;1;88888;99999;0;0;99999;99999;88888;99999;28;99999;99999;0,993036589;1;2;2;5;81,72924526
12883;53;5330;36;12883-2;2;27;99999;99999;27;2;1;99999;5;99999;5;99999;99999;4;1;99999;1;3;99999;2;2;4;4;4;4;76;53;7653;1;99999;27;6;7653;765303;7653;5330;1;88888;99999;0;0;0;0;1;1;2;2;2;1;2;2;3;2;2;99999;99999;1;1;99999;2;1;88888;0;2;2;2;2;1;2;2;2;2;99999;5;1;9;6;2;99999;99999;99999;99999;1;1;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;10;0;0;0,984258285;1;2;2;6;17,99309242
2809;53;5330;35;02809-4;4;8;99999;99999;8;1;99999;99999;99999;99999;4;99999;99999;1;5;99999;99999;99999;99999;99999;4;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;5330;99999;99999;99999;0;0;0;0;2;99999;99999;99999;99999;2;99999;99999;99999;2;99999;99999;99999;1;1;99999;2;1;2;0;2;2;2;2;1;2;2;2;2;99999;5;3;4;3;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;0;0;0,993036589;99999;99999;99999;2;98,37499144
8006;53;5330;36;08006-2;2;59;1965-03-05;99999;99999;1;1;99999;5;99999;2;99999;99999;4;3;99999;2;1;08006-1;1;4;4;4;4;4;76;31;88888;99999;99999;56;8;7653;765301;7653;5330;6;2;99999;1;0;1;0;1;2;1;2;2;1;1;1;12;2;99999;99999;99999;1;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;1;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;88888;99999;3;99999;99999;0,984258285;1;2;2;8;11,15864884
13853;53;5330;35;13853-2;2;25;99999;99999;25;1;1;99999;5;99999;2;99999;99999;4;12;99999;2;1;13853-1;1;4;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;5330;99999;2;99999;1;0;0;0;1;2;1;2;2;2;99999;99999;99999;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;13;1;99999;2;1;2;99999;99999;2;99999;99999;1;5;0;48;1;1;1;2;2;2;2;2;2;99999;1;3;8;99999;2;2;99999;2;2500;2526,090204;88888;99999;99999;99999;0;0;2;99999;99999;0,989671705;1;2;2;5;81,71422742
4693;53;5330;35;04693-3;3;27;99999;99999;27;2;2;99999;5;99999;5;99999;99999;1;1;99999;1;2;99999;2;4;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;5330;99999;1;7653;1;0;1;0;1;2;1;2;2;1;1;1;3;2;1;1;25;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;2;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;0;0;0;0,993036589;1;2;2;5;77,55135442
23935;53;5330;35;23935-2;2;45;99999;99999;45;1;1;99999;5;99999;2;99999;99999;4;1;99999;2;1;23935-1;1;4;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;5330;99999;2;99999;1;0;1;0;1;1;1;1;2;2;99999;99999;99999;2;99999;99999;99999;1;1;99999;2;1;3;3;2;2;2;2;1;2;2;2;2;99999;5;88888;9;5;2;99999;99999;99999;99999;2;2;2;99999;99999;2;99999;99999;1;13;0;40;1;0;2;2;2;2;2;1;2;99999;6;2;3;99999;99999;99999;1;1;0;0;88888;99999;99999;99999;88888;99999;7;99999;99999;0,993036589;1;2;2;6;105,4735272
3860;53;5330;36;03860-2;2;67;99999;99999;67;2;2;99999;5;99999;2;99999;99999;1;4;99999;2;1;03860-1;1;2;4;2;4;2;76;52;76521020;99999;99999;4;4;7652;76520870;7653;5330;1;2;99999;1;0;1;0;1;2;1;2;2;1;1;1;3;2;1;2;17;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;2;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;1;99999;99999;99999;99999;99999;99999;0;0;0;0;0;0,984258285;1;2;2;5;17,33022587
15285;53;5330;36;15285-4;4;4;99999;99999;4;2;99999;99999;99999;99999;4;99999;99999;4;4;99999;99999;99999;99999;99999;4;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;5330;99999;99999;99999;0;0;0;0;2;99999;99999;99999;99999;2;99999;99999;99999;2;99999;99999;99999;99999;1;99999;1;1;2;3;2;1;2;2;2;2;2;2;2;99999;2;6;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;0;0;0,984258285;99999;99999;99999;1;10,99915009
6194;53;5330;36;06194-1;1;31;1992-08-08;99999;99999;2;2;99999;5;99999;1;99999;99999;2;3;99999;2;2;99999;2;4;4;4;4;4;76;25;76251610;99999;99999;5;4;7653;765311;7653;5330;6;99999;99999;1;0;1;0;1;2;1;2;2;2;99999;99999;99999;2;1;4;17;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;7;1;8;2;2;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;1000;1015,99348;0;0;6;1000;1015,99348;0,984258285;1;2;2;3;13,81360989
7176;53;5330;36;07176-2;2;65;99999;99999;65;2;2;99999;5;99999;2;99999;99999;2;3;99999;2;1;07176-1;2;4;4;4;4;4;76;35;76351040;99999;99999;14;8;7653;88888;7653;5330;6;2;99999;1;0;0;0;1;2;1;2;2;2;99999;99999;99999;2;1;2;25;1;1;99999;1;1;4;0;2;2;2;2;2;2;2;2;1;99999;9;2;4;6;99999;99999;99999;99999;99999;2;2;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;3;0;0;0,984258285;1;2;2;2;17,33022587
12386;53;5330;35;12386-1;1;67;99999;99999;67;1;1;99999;5;99999;1;1;12386-2;1;1;99999;2;1;12386-2;1;4;4;4;4;4;76;25;76250430;99999;99999;55;26;7653;99999;7653;5330;8;2;99999;1;0;0;1;1;2;1;2;2;2;99999;99999;99999;1;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;8;1;9;2;2;1;88888;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;1;99999;99999;99999;99999;88888;99999;0;0;30;99999;99999;0,993036589;1;2;2;3;51,17419285
3101;53;5330;35;03101-1;1;48;99999;99999;48;1;1;99999;5;99999;1;1;03101-2;1;1;99999;2;1;03101-2;1;3;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;5330;99999;2;99999;1;0;0;1;1;1;1;1;2;1;2;2;1;1;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;15;1;2;2;2;2;99999;99999;2;99999;99999;1;2;0;20;2;0;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;7;99999;2;2;99999;2;3000;3021,03672;0;0;99999;99999;88888;99999;7;99999;99999;0,993036589;1;2;2;7;105,4735272
23781;53;5330;35;23781-1;1;68;99999;99999;68;1;1;99999;5;99999;1;1;23781-2;4;1;99999;2;1;23781-2;1;4;3;3;4;4;76;22;76221100;99999;99999;63;26;7653;99999;7653;5330;1;2;99999;1;0;0;1;1;2;1;2;2;1;1;1;0;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;2;1;4500;4531,55508;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;1;99999;99999;99999;99999;4500;4531,55508;0;0;50;9000;9063,11016;0,993036589;1;2;2;5;51,17419285
5768;53;5330;35;05768-2;2;43;99999;99999;43;2;2;99999;5;99999;2;99999;99999;1;1;99999;2;1;05768-1;1;4;4;4;4;4;76;53;7653;1;99999;43;14;7653;99999;7653;5330;1;1;7653;1;0;0;1;1;2;1;2;2;2;99999;99999;99999;2;1;1;30;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;2;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;40;0;0;0,989671705;1;2;2;5;94,85275013
12303;53;5330;36;12303-2;2;42;99999;99999;42;1;1;99999;5;99999;2;99999;99999;1;13;Cris;2;1;12303-1;1;4;4;4;4;4;76;52;76520870;99999;99999;5;5;88888;99999;7653;5330;1;1;7652;1;0;1;0;1;2;1;2;2;2;99999;99999;99999;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;2;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;0;0;0;0,984258285;1;2;2;5;10,35653832
17221;53;5330;36;17221-3;3;23;99999;99999;23;1;1;99999;5;99999;4;99999;99999;4;1;99999;1;3;99999;1;3;4;4;4;4;76;53;7653;2;1;99999;4;99999;88888;99999;5330;1;1;7653;1;0;0;1;1;1;1;1;2;2;99999;99999;99999;2;99999;99999;99999;1;1;99999;2;3;3;1;1;2;2;2;2;2;2;2;2;99999;1;3;9;2;1;1;99999;99999;99999;2;2;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;4;0;0;0,984258285;1;2;2;7;16,01477886
238;53;5330;36;00238-2;2;22;99999;99999;22;1;1;99999;5;99999;2;99999;99999;4;4;99999;1;1;00238-1;2;4;4;4;4;4;76;53;7653;2;1;99999;0;99999;765317;99999;765317;1;2;99999;1;0;0;1;1;2;1;2;2;2;99999;99999;99999;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;14;1;4;2;2;2;99999;99999;2;99999;99999;1;0;1;40;1;1;1;2;2;2;2;2;2;99999;1;6;3;99999;99999;99999;1;1;1412;1417,0832;0;0;99999;99999;88888;99999;14;99999;99999;0,996412914;1;2;2;7;16,01477886
23239;53;5330;36;23239-1;1;20;2003-06-28;99999;99999;1;1;99999;5;99999;1;99999;99999;1;5;99999;1;3;99999;2;4;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;5330;99999;99999;99999;1;0;1;0;1;2;1;2;2;2;99999;99999;99999;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;7;2;6;2;2;2;99999;99999;2;99999;99999;1;1;5;48;1;0;1;2;2;2;2;2;2;99999;1;4;8;99999;2;2;99999;2;1500;1515,654122;88888;99999;99999;99999;0;0;5;99999;99999;0,989671705;1;2;2;2;16,01477886
5367;53;5330;35;05367-2;2;63;99999;99999;63;2;2;99999;5;99999;8;99999;99999;4;1;99999;1;2;99999;1;4;4;4;4;4;76;31;76317040;99999;99999;20;20;99999;99999;7653;5330;1;2;99999;1;0;0;1;1;2;1;2;2;1;88888;88888;88888;2;1;3;30;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;14;1;8;2;2;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;1;99999;99999;99999;99999;99999;99999;0;0;30;0;0;0,993036589;1;2;2;7;39,15377687
20391;53;5330;36;20391-1;1;44;99999;99999;44;2;2;99999;5;99999;1;2;99999;1;4;99999;2;1;20391-2;1;3;4;4;4;4;76;17;76170270;99999;99999;19;9;7653;88888;7653;5330;8;2;99999;1;0;0;1;1;1;1;1;2;2;99999;99999;99999;2;1;1;21;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;2;1;2;2;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;50;0;0;0,989671705;1;2;2;4;12,5390311
9591;53;5330;35;09591-2;2;61;99999;99999;61;2;2;99999;5;99999;2;99999;99999;1;1;99999;2;1;09591-1;2;4;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;5330;99999;2;99999;1;0;0;1;1;1;1;1;2;1;2;1;20;1;1;4;23;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;2;2;99999;99999;2;99999;99999;1;5;0;20;1;12;2;1;2;1;2;2;2;99999;4;2;1;2;99999;99999;99999;1;3000;3031,308245;88888;99999;99999;99999;0;0;7;99999;99999;0,989671705;1;2;2;5;39,15377687
22365;53;5330;35;22365-2;2;42;99999;99999;42;2;2;99999;5;99999;2;99999;99999;1;1;99999;2;1;22365-1;2;4;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;5330;99999;2;99999;1;0;0;1;1;1;1;2;2;2;99999;99999;99999;1;1;2;25;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;14;1;8;1;1;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;30;0;0;0,989671705;1;2;2;7;94,85275013
22701;53;5330;36;22701-4;4;7;99999;99999;7;2;99999;99999;99999;99999;4;99999;99999;4;4;99999;99999;99999;99999;99999;4;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;5330;99999;99999;99999;0;0;0;0;1;2;1;2;2;2;99999;99999;99999;1;99999;99999;99999;1;1;99999;2;1;1;0;2;2;2;2;1;2;2;2;2;99999;5;2;4;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;0;0;0,996412914;99999;99999;99999;2;10,5606642
4709;53;5330;36;04709-2;2;29;99999;99999;29;2;2;99999;5;99999;5;99999;99999;4;1;99999;1;3;99999;1;4;4;4;4;4;76;53;7653;2;1;99999;11;99999;99999;99999;5330;1;1;7653;1;0;1;0;1;2;1;2;2;1;1;1;3;2;2;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;14;1;8;2;2;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;14;0;0;0,984258285;1;2;2;7;17,99309242
8676;53;5330;35;08676-1;1;65;99999;99999;65;1;1;99999;5;99999;1;1;08676-2;4;1;99999;5;2;99999;1;3;4;4;4;4;76;31;76313420;99999;99999;58;25;7653;99999;7653;5330;6;2;99999;1;0;1;0;1;2;1;2;2;1;1;1;0;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;2;2;2;2;2;99999;99999;2;99999;99999;1;24;0;50;1;88888;2;1;2;2;2;2;2;99999;2;6;7;99999;2;2;99999;1;1412;1426,735747;88888;99999;99999;99999;0;0;14;99999;99999;0,989671705;1;2;2;4;51,17419285
21028;53;5330;36;21028-1;1;32;1991-11-26;99999;99999;1;1;99999;5;99999;1;99999;99999;1;12;99999;1;2;99999;1;4;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;5330;99999;99999;99999;1;0;0;0;1;2;1;2;2;2;99999;99999;99999;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;1;1;2;99999;99999;2;99999;99999;1;1;0;48;1;0;1;2;2;2;2;2;2;99999;1;4;7;99999;2;2;99999;2;0;0;88888;99999;99999;99999;77777;99999;6;99999;99999;0,984258285;1;2;2;5;14,92000299
9120;53;5330;36;09120-4;4;5;99999;99999;5;2;99999;99999;99999;99999;4;99999;99999;2;4;99999;99999;99999;99999;99999;4;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;5330;99999;99999;99999;0;0;0;0;1;2;1;1;2;2;99999;99999;99999;2;99999;99999;99999;2;1;99999;1;1;1;3;2;1;2;2;2;2;2;2;2;99999;2;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;0;0;0,984258285;99999;99999;99999;1;10,5606642
10815;53;5330;36;10815-3;3;11;99999;99999;11;1;99999;99999;99999;99999;4;99999;99999;4;3;99999;99999;99999;99999;99999;4;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;5330;99999;99999;99999;0;0;0;0;1;2;2;1;2;2;99999;99999;99999;2;99999;99999;99999;1;1;99999;1;1;1;3;2;1;2;2;2;2;2;2;2;99999;2;3;4;6;99999;99999;99999;99999;99999;2;2;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;0;0;2;0;0;0,984258285;99999;99999;99999;2;10,52209577
6003;53;5330;35;06003-3;3;10;99999;99999;10;1;99999;99999;99999;99999;4;99999;99999;1;12;99999;99999;99999;99999;99999;4;4;4;4;4;76;53;7653;2;1;99999;6;99999;765303;99999;5330;1;99999;99999;0;0;0;0;1;1;2;2;2;1;2;2;3;1;99999;99999;99999;1;1;99999;2;1;2;0;2;2;1;2;2;2;2;2;2;99999;3;1;4;5;99999;99999;99999;99999;99999;2;2;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;0;0;7;0;0;0,993036589;99999;99999;99999;2;86,67059226
12935;53;5330;35;12935-3;3;22;99999;99999;22;1;1;99999;5;99999;10;99999;99999;1;1;99999;1;3;99999;1;4;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;5330;99999;2;99999;1;0;0;1;1;1;1;1;2;2;99999;99999;99999;1;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;14;1;10;2;2;2;99999;99999;2;99999;99999;1;3;0;40;1;1;2;2;2;2;2;1;2;99999;6;2;3;99999;99999;99999;1;1;0;0;88888;99999;99999;99999;88888;99999;0;99999;99999;0,993036589;1;2;2;7;81,72924526
2062;53;5330;36;02062-1;1;40;99999;99999;40;2;2;99999;5;99999;1;1;02062-2;4;4;99999;2;1;02062-2;1;4;4;4;3;4;76;29;76290930;99999;99999;20;4;7653;765307;7653;5330;2;2;99999;1;0;0;0;1;2;1;2;2;2;99999;99999;99999;2;1;2;34;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;2;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;60;0;0;0,984258285;1;2;2;5;12,5390311
10448;53;5330;35;10448-2;2;61;99999;99999;61;2;2;99999;5;99999;2;99999;99999;4;1;99999;2;1;10448-1;1;4;4;4;4;4;76;22;76220120;99999;99999;48;48;99999;99999;7653;5330;1;2;99999;1;0;0;1;1;1;1;2;2;1;2;4;3;1;1;2;31;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;2;1;0;0;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;40;0;0;0,989671705;1;2;2;5;39,15377687
21444;53;5330;36;21444-1;1;66;99999;99999;66;1;1;99999;5;99999;1;99999;99999;4;4;99999;1;2;99999;1;3;4;4;4;4;76;52;76520470;99999;99999;47;4;7653;765333;7653;5330;6;99999;99999;1;0;1;0;1;2;1;2;2;2;99999;99999;99999;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;8;2;3;2;2;1;1412;1434,582794;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;1;99999;99999;99999;99999;1412;1434,582794;0;0;40;2824;2869,165588;0,984258285;1;2;2;2;9,03667753
20814;53;5330;36;20814-2;2;23;99999;99999;23;2;2;99999;5;99999;2;99999;99999;2;1;99999;2;1;20814-1;2;4;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;5330;99999;2;99999;1;0;1;0;1;2;1;2;2;2;99999;99999;99999;1;2;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;14;1;8;2;2;2;99999;99999;2;99999;99999;1;6;0;40;1;3;2;1;2;2;2;2;2;99999;2;1;7;99999;2;2;99999;2;3000;3010,8;0;0;99999;99999;88888;99999;30;99999;99999;0,996412914;1;2;2;7;21,04869283
20118;53;5330;36;20118-2;2;52;99999;99999;52;2;2;99999;5;99999;2;99999;99999;4;4;99999;2;1;20118-1;1;3;4;4;4;4;76;35;76351380;99999;99999;25;13;7653;99999;7653;5330;2;2;99999;1;0;1;0;1;2;1;2;2;1;1;1;3;2;1;2;23;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;2;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;40;0;0;0,996412914;1;2;2;5;14,23146737
