A01nficha;A01uf;localidade;setor_distrito;morador_id;index;idade_calculada;E02_1;E02_2;E02_3;E03;E03_1;E03_1_1;E03_2;E03_2_1;E04;E04_1;E04_1_1;E05;E06;E06_1;E07;E08;E08_1;E09;E10;E11;E12;E13;E14;E15_A;E15_B;E15_1;E16;E16_1;E17;E18;E19;E19_1;E20;E20_1;E21;E22;E22_1;F01;F02;F03_1;F03_2;F04;F05_1;F05_2;F05_3;F05_4;G01;G02;G03;G04;G05;G06;G06_1;G06_2;H01;H02;H03;H04_1;H04_2;H04_3;H04_4;H05_1;H05_2;H05_3;H05_4;H05_5;H05_6;H05_7;H05_8;H05_9;H05_10;H05_11;H06;H07;H08;H09;H10;H11;H12;H13;I01;I02;I03_1;I03_1_1;I03_1_1_r;I03_2;I03_2_1;I03_2_1_r;I04;I05;I05_1;I06;I07;I08;I09_1;I09_2;I09_3;I09_4;I09_5;I09_6;I09_7;I09_8;I09_9;I10;I13;I14;I15;I16;I18;I19;I20;I20_r;I21;I21_r;I22_1;I22_1_r;I22_2;I22_2_r;I23;renda_ind;renda_ind_r;infla_ipcadf;id_genero;orientacao_sx;lgbtqiam;escolaridade;peso_mor
14826;52;5246;52;14826-4;4;15;99999;99999;15;2;99999;99999;99999;99999;4;99999;99999;1;12;99999;1;3;99999;99999;4;4;4;4;4;76;52;76520800;2;2;99999;99999;99999;99999;99999;5246;99999;2;99999;1;0;1;0;1;2;1;2;2;2;99999;99999;99999;2;2;99999;99999;1;1;99999;1;1;4;40;2;2;2;2;2;2;2;2;1;99999;9;3;5;1;99999;99999;99999;99999;99999;2;2;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;112;113,1688411;0;112;113,1688411;0,989671705;99999;99999;99999;4;93,37800478
23431;52;5246;52;23431-1;1;79;99999;99999;79;2;2;99999;8;99999;1;99999;99999;1;1;99999;5;3;99999;2;4;4;2;4;4;76;12;76120040;99999;99999;36;36;99999;99999;7652;5246;2;99999;99999;1;0;0;1;2;99999;99999;99999;99999;1;2;4;1;1;1;1;19;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;6;2;3;2;2;1;88888;99999;1;88888;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;0;99999;99999;0,989671705;1;2;2;2;76,40757827
17604;52;5246;52;17604-2;2;47;99999;99999;47;2;2;99999;5;99999;8;99999;99999;1;5;99999;3;2;99999;1;4;4;4;4;4;76;53;7653;99999;99999;47;47;99999;99999;7652;5246;99999;2;99999;1;0;1;0;1;1;1;1;2;1;1;4;46;2;1;2;22;1;1;99999;2;3;4;3;2;2;2;2;1;2;2;2;2;99999;5;7;9;3;1;1;99999;99999;99999;2;2;2;99999;99999;2;99999;99999;1;20;0;44;1;6;2;1;2;2;2;2;2;99999;2;5;1;2;99999;99999;99999;1;88888;99999;0;0;99999;99999;88888;99999;14;99999;99999;0,989671705;1;2;2;7;95,31462256
8282;52;5246;52;08282-1;1;46;99999;99999;46;1;1;99999;10;99999;1;1;08282-2;2;1;99999;2;1;08282-2;1;4;4;4;4;4;76;52;76520140;2;1;99999;12;99999;99999;99999;5246;2;2;99999;1;0;0;1;1;1;1;2;2;2;99999;99999;99999;1;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;15;1;4;2;2;2;99999;99999;2;99999;99999;1;20;0;88888;1;40;2;1;2;2;2;2;2;99999;2;88888;7;99999;2;1;99999;1;77777;99999;0;0;99999;99999;77777;99999;0;99999;99999;0,989671705;1;2;2;7;95,4878754
24195;52;5246;52;24195-1;1;20;2004-02-19;99999;99999;1;1;99999;5;99999;1;99999;99999;4;1;99999;1;2;99999;2;4;4;4;4;4;76;52;76520800;2;2;99999;99999;99999;99999;99999;5246;99999;99999;99999;1;0;0;0;1;2;1;2;2;2;99999;99999;99999;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;2;2;99999;99999;2;99999;99999;1;0;3;40;1;46;2;2;2;2;1;2;2;99999;5;1;3;99999;99999;99999;2;2;2400;2425,046596;0;0;99999;99999;88888;99999;5;99999;99999;0,989671705;1;2;2;5;100,433899
3250;52;5246;52;03250-2;2;68;1955-11-11;99999;99999;2;2;99999;8;99999;2;99999;99999;4;1;99999;2;1;03250-1;2;4;4;4;4;4;76;52;76520800;2;2;99999;99999;99999;99999;99999;5246;99999;2;99999;1;0;1;0;1;2;1;2;2;1;1;4;40;2;1;7;19;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;7;1;8;2;2;1;1320;1333,775628;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;88888;1320;1333,775628;0,989671705;1;2;2;3;65,59229355
13150;52;5246;52;13150-4;4;7;2017-04-11;99999;99999;2;99999;99999;99999;99999;10;99999;99999;4;1;99999;99999;99999;99999;99999;4;4;4;4;4;76;52;76520800;2;2;99999;99999;99999;99999;99999;5246;99999;99999;99999;0;0;0;0;1;2;1;1;2;2;99999;99999;99999;1;99999;99999;99999;1;1;99999;1;1;2;46;2;2;2;2;2;2;2;2;1;99999;9;1;4;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;0;0;0,989671705;99999;99999;99999;2;116,1220043
10684;52;5246;52;10684-6;6;18;99999;99999;18;2;2;99999;8;99999;10;99999;99999;4;1;99999;1;3;99999;2;3;3;4;4;4;76;52;76520800;2;2;99999;99999;99999;99999;99999;5246;99999;2;99999;1;0;1;0;1;2;1;2;2;1;1;1;40;2;1;1;18;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;2;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;0;0;0;0,989671705;1;2;2;5;93,37800478
22291;52;5246;52;22291-2;2;74;99999;99999;74;1;1;99999;5;99999;2;99999;99999;2;1;99999;2;1;22291-1;1;4;4;4;4;4;76;52;76520800;2;2;99999;99999;99999;99999;99999;5246;99999;2;99999;1;0;1;0;2;99999;99999;99999;99999;1;1;4;46;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;7;2;3;2;2;1;3200;3233,395461;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;0;3200;3233,395461;0,989671705;1;2;2;2;62,48344652
6277;52;5246;52;06277-5;5;23;99999;99999;23;2;2;99999;8;99999;4;99999;99999;4;1;99999;1;3;99999;2;4;4;4;4;4;76;52;76521760;2;2;99999;99999;99999;99999;99999;5246;99999;2;99999;1;0;1;0;1;2;1;2;2;1;4;1;40;2;2;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;14;2;88888;1;1;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;14;0;0;0,989671705;1;2;2;6;114,6858046
19932;52;5246;52;19932-3;3;12;99999;99999;12;2;99999;99999;99999;99999;5;99999;99999;4;1;99999;99999;99999;99999;99999;3;4;4;4;4;76;52;76520800;2;2;99999;99999;99999;99999;99999;5246;99999;99999;99999;0;0;0;0;1;2;1;2;2;2;99999;99999;99999;2;2;99999;99999;1;1;99999;1;1;1;46;2;2;2;2;2;2;2;2;1;99999;9;2;4;8;99999;99999;99999;99999;99999;2;2;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;0;0;14;0;0;0,989671705;99999;99999;99999;2;86,14863227
13701;52;5246;52;13701-3;3;57;99999;99999;57;1;1;99999;10;99999;12;99999;99999;4;2;99999;3;2;99999;1;4;4;4;4;3;76;52;76520800;2;2;99999;99999;99999;99999;99999;5246;99999;2;99999;1;0;1;0;1;2;1;1;2;1;1;1;40;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;2;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;1;99999;99999;99999;99999;99999;99999;0;0;14;0;0;0,989671705;1;2;2;5;126,6584377
5258;52;5246;52;05258-4;4;8;2016-02-13;99999;99999;2;99999;99999;99999;99999;4;99999;99999;1;1;99999;99999;99999;99999;99999;4;4;4;4;4;76;52;76520800;2;2;99999;99999;99999;99999;99999;5246;99999;99999;99999;0;0;0;0;1;2;2;1;2;1;1;4;46;2;99999;99999;99999;1;1;99999;1;1;2;46;2;2;2;2;2;2;1;2;2;99999;7;1;4;3;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;0;0;0,989671705;99999;99999;99999;2;116,1220043
22096;52;5246;52;22096-1;1;20;2003-10-14;99999;99999;1;1;99999;5;99999;1;2;99999;2;2;99999;1;3;99999;1;4;4;4;4;4;76;22;76220760;99999;99999;11;11;99999;99999;7652;5246;1;2;99999;1;0;1;0;1;2;1;2;2;2;99999;99999;99999;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;1;2;99999;99999;2;99999;99999;1;0;8;38;1;46;2;1;2;2;2;2;2;99999;2;1;3;99999;99999;99999;1;1;2100;2121,915771;0;0;88888;99999;88888;99999;5;99999;99999;0,989671705;1;2;2;5;100,433899
9548;52;5246;52;09548-3;3;14;99999;99999;14;1;99999;99999;99999;99999;5;99999;99999;4;12;99999;1;3;99999;99999;4;4;4;4;4;76;52;76520800;2;2;99999;99999;99999;99999;99999;5246;99999;2;99999;0;0;0;0;1;2;1;1;2;1;1;4;40;2;99999;99999;99999;1;1;99999;1;1;1;40;2;2;2;2;2;2;2;2;1;99999;9;2;4;7;99999;99999;99999;99999;99999;2;2;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;88888;0;0;0,989671705;99999;99999;99999;2;112,7066513
4481;52;5246;52;04481-2;2;68;1955-08-20;99999;99999;2;2;99999;8;99999;14;99999;99999;4;2;99999;1;2;99999;2;3;4;3;4;4;76;31;76312620;99999;99999;50;50;99999;99999;7652;5246;1;2;99999;1;0;1;0;2;99999;99999;99999;99999;2;99999;99999;99999;2;1;1;27;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;2;1;1412;1426,735747;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;14;1412;1426,735747;0,989671705;1;2;2;8;65,59229355
5994;52;5246;52;05994-1;1;27;99999;99999;27;1;1;99999;10;99999;1;1;05994-2;4;1;99999;2;1;05994-2;1;4;4;4;4;4;76;53;7653;99999;99999;15;15;99999;99999;7652;5246;1;2;99999;1;0;1;0;1;2;1;1;2;1;1;4;40;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;1;1;2;99999;99999;2;99999;99999;1;11;0;36;1;40;2;1;2;2;2;2;2;99999;2;1;3;99999;99999;99999;1;1;3500;3536,526286;0;0;99999;99999;88888;99999;88888;99999;99999;0,989671705;1;2;2;5;92,01486606
17211;52;5246;52;17211-1;1;46;99999;99999;46;1;1;99999;10;99999;1;2;99999;4;1;99999;2;1;17211-2;1;4;4;4;4;4;76;52;76520800;2;2;99999;99999;99999;99999;99999;5246;99999;2;99999;1;0;1;0;1;2;1;2;2;2;99999;99999;99999;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;14;1;10;2;2;2;99999;99999;2;99999;99999;1;25;0;20;1;40;2;1;2;2;2;2;2;99999;2;4;1;1;99999;99999;99999;1;77777;99999;0;0;99999;99999;88888;99999;8;99999;99999;0,989671705;1;2;2;7;95,4878754
13226;52;5246;52;13226-1;1;62;99999;99999;62;2;2;99999;8;99999;1;1;13226-2;4;1;99999;3;2;99999;2;4;4;3;4;4;76;29;76290910;99999;99999;45;45;99999;99999;7652;5246;1;1;46;1;0;0;1;1;2;1;2;2;1;4;1;46;2;1;4;16;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;7;2;5;2;2;1;1412;1426,735747;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;0;0;88888;99999;25;99999;99999;0,989671705;1;2;2;2;65,64895853
17318;52;5246;52;17318-1;1;48;99999;99999;48;1;1;99999;10;99999;1;1;17318-2;1;1;99999;2;1;17318-2;1;4;4;4;4;4;76;52;76520870;2;1;99999;40;99999;99999;99999;5246;1;2;99999;1;0;0;1;1;2;1;1;2;1;1;1;40;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;7;1;8;2;2;2;99999;99999;2;99999;99999;1;22;0;88888;1;40;2;1;2;2;2;2;2;99999;2;2;7;99999;1;1;99999;1;88888;99999;0;0;99999;99999;88888;99999;0;99999;99999;0,989671705;1;2;2;3;95,4878754
3250;52;5246;52;03250-4;4;7;99999;99999;7;1;99999;99999;99999;99999;10;99999;99999;4;12;99999;99999;99999;99999;99999;4;4;4;4;4;76;53;7653;99999;99999;5;5;7653;765303;7652;5246;1;99999;99999;0;0;0;0;1;2;1;1;2;2;99999;99999;99999;2;99999;99999;99999;1;1;99999;1;1;2;40;2;2;2;2;2;2;2;2;1;99999;9;1;4;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;0;0;0,989671705;99999;99999;99999;2;111,0158157
9907;52;5246;52;09907-3;3;13;99999;99999;13;2;99999;99999;99999;99999;4;99999;99999;1;4;99999;99999;99999;99999;99999;2;4;4;2;3;76;52;76520800;2;2;99999;99999;99999;99999;99999;5246;99999;99999;99999;0;0;0;0;1;2;1;2;2;1;2;4;40;2;2;99999;99999;2;1;99999;1;1;1;40;2;1;2;2;2;2;2;2;2;99999;2;3;4;5;99999;99999;99999;99999;99999;2;2;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;0;0;88888;0;0;0,989671705;99999;99999;99999;2;86,14863227
20915;52;5246;52;20915-2;2;56;99999;99999;56;2;2;99999;8;99999;2;99999;99999;4;1;99999;2;1;20915-1;2;4;4;4;4;4;76;52;76520800;2;2;99999;99999;99999;99999;99999;5246;99999;2;99999;1;0;1;0;1;2;1;2;2;2;99999;99999;99999;2;1;2;17;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;2;1;2;2;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;25;0;0;0,989671705;1;2;2;4;73,98748228
14236;52;5246;52;14236-1;1;41;99999;99999;41;1;1;99999;5;99999;1;1;14236-2;4;1;99999;1;1;14236-2;2;3;4;4;4;4;76;23;76231340;99999;99999;3;3;7653;765302;7653;765302;8;2;99999;1;0;0;1;2;99999;99999;99999;99999;1;1;4;40;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;7;2;4;2;2;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;88888;0;0;0,989671705;1;2;2;2;88,70645527
12490;52;5246;52;12490-2;2;24;99999;99999;24;2;2;99999;8;99999;2;99999;99999;2;2;99999;2;1;12490-1;1;4;4;4;4;4;76;53;7653;99999;99999;24;6;7652;76522220;7652;5246;1;2;99999;1;0;0;1;1;1;1;1;2;2;99999;99999;99999;2;1;2;20;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;10;1;3;2;2;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;88888;0;0;0,989671705;1;2;2;5;114,6858046
6570;52;5246;52;06570-1;1;65;99999;99999;65;1;1;99999;5;99999;1;99999;99999;1;12;99999;5;2;99999;1;4;4;4;4;4;76;43;76431410;99999;99999;6;6;7653;765309;7652;5246;8;99999;99999;1;0;0;1;1;2;1;2;2;1;1;4;1;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;10;2;2;2;2;1;1800;1818,784947;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;88888;1800;1818,784947;0,989671705;1;2;2;4;65,94258617
21843;52;5246;52;21843-2;2;47;1976-06-08;99999;99999;2;2;99999;5;99999;2;99999;99999;1;1;99999;2;1;21843-1;2;4;4;4;4;4;76;52;76520800;2;2;99999;99999;99999;99999;99999;5246;99999;2;99999;1;0;0;0;1;2;1;2;2;1;1;1;46;2;1;2;17;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;7;2;4;2;2;2;99999;99999;2;99999;99999;1;10;0;44;1;46;2;2;2;2;1;1;2;99999;6;1;3;99999;99999;99999;1;1;1420;1434,819236;0;0;99999;99999;88888;99999;8;99999;99999;0,989671705;1;2;2;2;95,31462256
9015;52;5246;52;09015-1;1;47;99999;99999;47;2;2;99999;8;99999;1;2;99999;1;1;99999;2;1;09015-2;2;3;4;4;4;4;76;52;76520400;2;2;99999;99999;99999;99999;99999;5246;99999;2;99999;1;0;1;0;1;2;1;2;2;1;1;1;40;2;1;2;17;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;2;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;88888;0;0;0,989671705;1;2;2;5;95,31462256
4017;52;5246;52;04017-2;2;21;2003-03-09;99999;99999;1;1;99999;5;99999;5;99999;99999;4;1;99999;1;3;99999;1;4;4;4;4;4;76;52;76520800;2;2;99999;99999;99999;99999;99999;5246;99999;2;99999;1;0;1;0;1;2;1;2;2;1;1;4;46;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;1;1;2;99999;99999;2;99999;99999;1;0;1;40;1;46;2;2;2;2;1;2;2;99999;5;2;3;99999;99999;99999;1;1;1600;1616,697731;0;0;99999;99999;88888;99999;2;99999;99999;0,989671705;1;2;2;5;100,433899
15251;52;5246;52;15251-2;2;37;99999;99999;37;2;2;99999;8;99999;2;99999;99999;4;1;99999;2;1;15251-1;1;4;4;4;4;4;76;52;76520800;2;2;99999;99999;99999;99999;99999;5246;99999;2;99999;1;0;0;1;1;1;1;1;2;2;99999;99999;99999;1;1;1;17;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;10;1;3;2;2;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;1;99999;99999;99999;99999;99999;99999;0;0;88888;0;0;0,989671705;1;2;2;5;107,9891234
17247;52;5246;52;17247-1;1;35;1988-12-23;99999;99999;2;2;99999;8;99999;1;2;99999;4;1;99999;1;3;99999;2;4;4;3;4;3;76;29;76290590;99999;99999;13;13;99999;99999;7652;5246;1;1;7652;1;0;0;0;1;2;1;2;2;1;1;4;40;2;1;3;21;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;7;2;5;2;2;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;690;697,2008963;0;0;88888;690;697,2008963;0,989671705;1;2;2;2;107,9891234
1099;52;5246;52;01099-3;3;49;99999;99999;49;1;1;99999;10;99999;5;99999;99999;4;2;99999;2;2;99999;2;4;4;4;4;4;76;29;76292740;99999;99999;34;34;99999;99999;7652;5246;1;88888;99999;0;0;0;0;1;2;2;1;2;2;99999;99999;99999;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;7;2;4;1;1;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;88888;99999;88888;99999;99999;0,989671705;1;2;2;2;95,4878754
8407;52;5246;52;08407-1;1;45;1979-04-01;99999;99999;2;2;99999;5;99999;1;2;99999;4;1;99999;1;2;99999;2;4;4;4;4;4;76;53;7653;99999;99999;30;15;7652;99999;7652;5246;1;2;99999;1;0;0;0;1;2;1;2;2;2;99999;99999;99999;2;1;2;20;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;8;2;8;2;2;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;600;606,261649;0;0;24;600;606,261649;0,989671705;1;2;2;2;95,31462256
24725;52;5246;52;24725-1;1;71;1952-07-21;99999;99999;2;2;99999;5;99999;1;1;24725-2;4;1;99999;4;2;99999;2;3;4;4;4;4;76;52;76520800;2;2;99999;99999;99999;99999;99999;5246;99999;2;99999;1;0;0;0;1;2;1;2;2;1;1;1;46;1;1;6;18;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;2;1;1420;1434,819236;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;8;1420;1434,819236;0,989671705;1;2;2;8;76,40757827
15962;52;5246;52;15962-4;4;46;1977-04-28;99999;99999;1;1;99999;10;99999;8;99999;99999;4;1;99999;2;99999;99999;1;4;4;4;4;4;76;52;76520800;2;2;99999;99999;99999;99999;99999;5246;99999;2;99999;1;0;0;1;1;1;1;1;2;1;1;4;46;1;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;2;88888;2;2;2;99999;99999;2;99999;99999;1;12;0;44;1;46;2;2;2;2;2;2;1;99999;7;1;7;99999;2;2;99999;2;1412;1426,735747;0;0;99999;99999;88888;99999;10;99999;99999;0,989671705;1;2;2;4;95,4878754
18680;52;5246;52;18680-2;2;50;99999;99999;50;2;2;99999;5;99999;5;99999;99999;2;1;99999;2;1;18680-3;2;4;4;4;4;4;76;52;76520800;2;2;99999;99999;99999;99999;99999;5246;99999;2;99999;1;0;1;0;1;2;1;2;2;1;2;4;40;1;1;1;25;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;2;2;99999;99999;1;1412;101042,5977;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;88888;1412;1426,735747;0,989671705;1;2;2;5;110,5523516
10185;52;5246;52;10185-1;1;21;2002-12-28;99999;99999;2;2;99999;8;99999;1;99999;99999;4;3;99999;1;2;99999;2;4;4;4;4;4;76;52;76520800;2;1;99999;1;99999;76522220;99999;76522220;2;99999;99999;1;0;1;0;1;2;1;2;2;1;1;4;46;2;2;99999;99999;1;1;99999;1;2;99999;46;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;5;1;99999;99999;99999;99999;99999;1;1;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;4;0;0;0,989671705;1;2;2;4;114,6858046
